geneSymbol,ACC,BLCA,BRCA,CESC,CHOL,COADREAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS,UVM
SF3B1,0.3258426966292135,0.4201474201474201,0.3108365019011407,0.32752613240418116,0.25,0.2575187969924812,0.1951219512195122,0.4175824175824176,0.11842105263157894,0.30844793713163066,0.7230769230769231,0.1925,0.2028985507246377,0.005235602094240838,0.0684931506849315,0.24376731301939059,0.3405088062622309,0.4318181818181818,0.16279069767441862,0.538160469667319,0.16292134831460675,0.09316770186335403,0.07157464212678936,0.3794466403162055,0.349862258953168,0.26036866359447003,0.33557046979865773,0.02053388090349076,0.016260162601626018,0.20156555772994128,0.5178571428571429,0.1125
SF3A1,0.550561797752809,0.5405405405405406,0.5503802281368821,0.3519163763066202,0.3333333333333333,0.35902255639097747,0.0975609756097561,0.5879120879120879,0.4052631578947368,0.3713163064833006,0.4153846153846154,0.16,0.2318840579710145,0.05759162303664921,0.16046966731898238,0.33518005540166207,0.5596868884540117,0.6714876033057852,0.7906976744186046,0.8317025440313112,0.33707865168539325,0.36645962732919257,0.1329243353783231,0.525691699604743,0.4793388429752066,0.41013824884792627,0.5771812080536913,0.17864476386036962,0.17073170731707318,0.2720156555772994,0.7321428571428571,0.075
U2AF1,0.5280898876404494,0.5208845208845209,0.38783269961977185,0.3240418118466899,0.5277777777777778,0.39285714285714285,0.21951219512195122,0.6923076923076923,0.20526315789473684,0.46954813359528486,0.5846153846153846,0.2075,0.2028985507246377,0.07853403141361257,0.1232876712328767,0.39058171745152354,0.5420743639921722,0.6859504132231405,0.20930232558139536,0.6418786692759295,0.3539325842696629,0.2484472049689441,0.12269938650306748,0.4624505928853755,0.3884297520661157,0.4976958525345622,0.8657718120805369,0.024640657084188913,0.10569105691056911,0.20939334637964774,0.6428571428571429,0.2125
U2AF2,0.6853932584269663,0.5405405405405406,0.4049429657794677,0.42160278745644597,0.3055555555555556,0.3026315789473684,0.24390243902439024,0.5439560439560439,0.43157894736842106,0.35952848722986247,0.3230769230769231,0.1225,0.08695652173913043,0.04712041884816754,0.5831702544031311,0.3185595567867036,0.49902152641878667,0.6177685950413223,0.22093023255813954,0.700587084148728,0.3089887640449438,0.13664596273291926,0.08384458077709611,0.525691699604743,0.3774104683195592,0.39631336405529954,0.5637583892617449,0.022587268993839837,0.04878048780487805,0.23679060665362034,0.7321428571428571,0.0625
SRSF2,0.3595505617977528,0.515970515970516,0.5228136882129277,0.3623693379790941,0.2777777777777778,0.34774436090225563,0.17073170731707318,0.521978021978022,0.2236842105263158,0.29862475442043224,0.7384615384615385,0.1375,0.7028985507246377,0.04712041884816754,0.10567514677103718,0.4487534626038781,0.5655577299412916,0.5950413223140496,0.313953488372093,0.7142857142857143,0.3539325842696629,0.14285714285714285,0.1083844580777096,0.4624505928853755,0.465564738292011,0.3778801843317972,0.44966442953020136,0.039014373716632446,0.11382113821138211,0.25440313111545987,0.6785714285714286,0.175
ZRSR2,0.651685393258427,0.3783783783783784,0.35456273764258556,0.39372822299651566,0.4722222222222222,0.325187969924812,0.2926829268292683,0.5054945054945055,0.2578947368421053,0.381139489194499,0.7230769230769231,0.16,0.427536231884058,0.041884816753926704,0.2583170254403131,0.3961218836565097,0.3659491193737769,0.44008264462809915,0.37209302325581395,0.7495107632093934,0.20224719101123595,0.32298136645962733,0.10224948875255624,0.5810276679841897,0.3856749311294766,0.30414746543778803,0.3691275167785235,0.022587268993839837,0.08130081300813008,0.2857142857142857,0.625,0.275
RBM10,0.6741573033707865,0.3759213759213759,0.34220532319391633,0.3693379790940767,0.5,0.31390977443609025,0.1951219512195122,0.4945054945054945,0.25,0.35952848722986247,0.7230769230769231,0.155,0.4420289855072464,0.041884816753926704,0.24266144814090018,0.3767313019390582,0.33268101761252444,0.40702479338842973,0.38372093023255816,0.7221135029354208,0.20224719101123595,0.3167701863354037,0.08997955010224949,0.5691699604743083,0.38292011019283745,0.2695852534562212,0.3624161073825503,0.022587268993839837,0.08130081300813008,0.2700587084148728,0.6607142857142857,0.2875
PRPF8,0.48314606741573035,0.6167076167076168,0.6482889733840305,0.4146341463414634,0.4166666666666667,0.6127819548872181,0.3170731707317073,0.6153846153846154,0.23157894736842105,0.3614931237721022,0.7538461538461538,0.1475,0.644927536231884,0.08376963350785341,0.08414872798434442,0.6260387811634349,0.62426614481409,0.7355371900826446,0.3372093023255814,0.8317025440313112,0.550561797752809,0.40372670807453415,0.20449897750511248,0.5691699604743083,0.46005509641873277,0.4608294930875576,0.5503355704697986,0.04106776180698152,0.13008130081300814,0.28180039138943247,0.8392857142857143,0.1375
LUC7L2,0.6404494382022472,0.44226044226044225,0.41539923954372626,0.3240418118466899,0.2777777777777778,0.5150375939849624,0.34146341463414637,0.6318681318681318,0.8552631578947368,0.40471512770137524,0.38461538461538464,0.3275,0.6123188405797102,0.12041884816753927,0.3561643835616438,0.3988919667590028,0.5244618395303327,0.5950413223140496,0.313953488372093,0.6575342465753424,0.33146067415730335,0.17391304347826086,0.21267893660531698,0.45454545454545453,0.6556473829201102,0.4976958525345622,0.697986577181208,0.039014373716632446,0.16260162601626016,0.25440313111545987,0.625,0.0875
DDX3X,0.6629213483146067,0.371007371007371,0.3403041825095057,0.37282229965156793,0.5,0.31954887218045114,0.21951219512195122,0.5054945054945055,0.25526315789473686,0.3654223968565815,0.7230769230769231,0.155,0.4420289855072464,0.041884816753926704,0.2446183953033268,0.39058171745152354,0.3424657534246575,0.4194214876033058,0.4069767441860465,0.7377690802348337,0.19662921348314608,0.3167701863354037,0.08588957055214724,0.5731225296442688,0.3856749311294766,0.2764976958525346,0.35570469798657717,0.022587268993839837,0.08130081300813008,0.28180039138943247,0.6607142857142857,0.275
